Question ID,Category,Question,Answer,Answer Meaning,Patient Status,Target
Q0609,Domestic Violence / Financial Abuse,Have you ever been slapped in front of your children during pregnancy?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0609,Domestic Violence / Financial Abuse,Have you ever been slapped in front of your children during pregnancy?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0610,Domestic Violence / Physical Abuse,Have you ever been slapped in front of your children in front of children?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0610,Domestic Violence / Physical Abuse,Have you ever been slapped in front of your children in front of children?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0610,Domestic Violence / Physical Abuse,Have you ever been slapped in front of your children in front of children?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0611,Domestic Violence / Emotional Abuse,Has your spouse ever locked you in a room during an argument,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0611,Domestic Violence / Emotional Abuse,Has your spouse ever locked you in a room during an argument,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0611,Domestic Violence / Emotional Abuse,Has your spouse ever locked you in a room during an argument,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0612,Domestic Violence / Financial Abuse,Has your spouse ever locked you in a room during an argument in the past year?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0612,Domestic Violence / Financial Abuse,Has your spouse ever locked you in a room during an argument in the past year?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0612,Domestic Violence / Financial Abuse,Has your spouse ever locked you in a room during an argument in the past year?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0613,Domestic Violence / Physical Abuse,Has your spouse ever locked you in a room during an argument due to family pressure?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0613,Domestic Violence / Physical Abuse,Has your spouse ever locked you in a room during an argument due to family pressure?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0613,Domestic Violence / Physical Abuse,Has your spouse ever locked you in a room during an argument due to family pressure?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0614,Domestic Violence / Emotional Abuse,Has your spouse ever locked you in a room during an argument by someone you trust?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0614,Domestic Violence / Emotional Abuse,Has your spouse ever locked you in a room during an argument by someone you trust?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0614,Domestic Violence / Emotional Abuse,Has your spouse ever locked you in a room during an argument by someone you trust?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0615,Domestic Violence / Financial Abuse,Has your spouse ever locked you in a room during an argument repeatedly?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0615,Domestic Violence / Financial Abuse,Has your spouse ever locked you in a room during an argument repeatedly?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0615,Domestic Violence / Financial Abuse,Has your spouse ever locked you in a room during an argument repeatedly?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0616,Domestic Violence / Physical Abuse,Has your spouse ever locked you in a room during an argument without explanation?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0616,Domestic Violence / Physical Abuse,Has your spouse ever locked you in a room during an argument without explanation?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0616,Domestic Violence / Physical Abuse,Has your spouse ever locked you in a room during an argument without explanation?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0617,Domestic Violence / Emotional Abuse,Has your spouse ever locked you in a room during an argument within your household?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0617,Domestic Violence / Emotional Abuse,Has your spouse ever locked you in a room during an argument within your household?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0617,Domestic Violence / Emotional Abuse,Has your spouse ever locked you in a room during an argument within your household?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0618,Domestic Violence / Financial Abuse,Has your spouse ever locked you in a room during an argument as a pattern of behavior?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0618,Domestic Violence / Financial Abuse,Has your spouse ever locked you in a room during an argument as a pattern of behavior?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0618,Domestic Violence / Financial Abuse,Has your spouse ever locked you in a room during an argument as a pattern of behavior?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0619,Domestic Violence / Physical Abuse,Has your spouse ever locked you in a room during an argument during pregnancy?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0619,Domestic Violence / Physical Abuse,Has your spouse ever locked you in a room during an argument during pregnancy?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0619,Domestic Violence / Physical Abuse,Has your spouse ever locked you in a room during an argument during pregnancy?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0620,Domestic Violence / Emotional Abuse,Has your spouse ever locked you in a room during an argument in front of children?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0620,Domestic Violence / Emotional Abuse,Has your spouse ever locked you in a room during an argument in front of children?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0620,Domestic Violence / Emotional Abuse,Has your spouse ever locked you in a room during an argument in front of children?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0621,Domestic Violence / Financial Abuse,Do in-laws interfere with your financial independence,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0621,Domestic Violence / Financial Abuse,Do in-laws interfere with your financial independence,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0621,Domestic Violence / Financial Abuse,Do in-laws interfere with your financial independence,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0622,Domestic Violence / Physical Abuse,Do in-laws interfere with your financial independence in the past year?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0622,Domestic Violence / Physical Abuse,Do in-laws interfere with your financial independence in the past year?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0622,Domestic Violence / Physical Abuse,Do in-laws interfere with your financial independence in the past year?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0623,Domestic Violence / Emotional Abuse,Do in-laws interfere with your financial independence due to family pressure?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0623,Domestic Violence / Emotional Abuse,Do in-laws interfere with your financial independence due to family pressure?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0623,Domestic Violence / Emotional Abuse,Do in-laws interfere with your financial independence due to family pressure?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0624,Domestic Violence / Financial Abuse,Do in-laws interfere with your financial independence by someone you trust?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0624,Domestic Violence / Financial Abuse,Do in-laws interfere with your financial independence by someone you trust?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0624,Domestic Violence / Financial Abuse,Do in-laws interfere with your financial independence by someone you trust?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0625,Domestic Violence / Physical Abuse,Do in-laws interfere with your financial independence repeatedly?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0625,Domestic Violence / Physical Abuse,Do in-laws interfere with your financial independence repeatedly?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0625,Domestic Violence / Physical Abuse,Do in-laws interfere with your financial independence repeatedly?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0626,Domestic Violence / Emotional Abuse,Do in-laws interfere with your financial independence without explanation?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0626,Domestic Violence / Emotional Abuse,Do in-laws interfere with your financial independence without explanation?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0626,Domestic Violence / Emotional Abuse,Do in-laws interfere with your financial independence without explanation?,2,Uncertain - Further assessment needed,Further Session Needed,2
