Question ID,Category,Question,Answer,Answer Meaning,Patient Status,Target
Q0566,Trauma Therapy,"When facing challenges, have you received trauma therapy before?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0567,Trauma Therapy,"During difficult times, do you experience dissociative episodes?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0567,Trauma Therapy,"During difficult times, do you experience dissociative episodes?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0567,Trauma Therapy,"During difficult times, do you experience dissociative episodes?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0568,Trauma Therapy,"Over the past few months, did the trauma occur over an extended period?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0568,Trauma Therapy,"Over the past few months, did the trauma occur over an extended period?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0568,Trauma Therapy,"Over the past few months, did the trauma occur over an extended period?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0569,Trauma Therapy,"In the past week, do you try to suppress memories of the trauma?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0569,Trauma Therapy,"In the past week, do you try to suppress memories of the trauma?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0569,Trauma Therapy,"In the past week, do you try to suppress memories of the trauma?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0570,Trauma Therapy,"During difficult times, are you hypervigilant about potential threats?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0570,Trauma Therapy,"During difficult times, are you hypervigilant about potential threats?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0570,Trauma Therapy,"During difficult times, are you hypervigilant about potential threats?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0571,Trauma Therapy,Would you say do you feel emotionally numb?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0571,Trauma Therapy,Would you say do you feel emotionally numb?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0571,Trauma Therapy,Would you say do you feel emotionally numb?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0572,Trauma Therapy,"During difficult times, do you have negative beliefs about yourself since the trauma?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0572,Trauma Therapy,"During difficult times, do you have negative beliefs about yourself since the trauma?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0572,Trauma Therapy,"During difficult times, do you have negative beliefs about yourself since the trauma?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0573,Trauma Therapy,"Over the past few months, have you experienced a traumatic event in your life?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0573,Trauma Therapy,"Over the past few months, have you experienced a traumatic event in your life?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0573,Trauma Therapy,"Over the past few months, have you experienced a traumatic event in your life?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0574,Trauma Therapy,"In your daily life, are you easily startled?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0574,Trauma Therapy,"In your daily life, are you easily startled?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0574,Trauma Therapy,"In your daily life, are you easily startled?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0575,Trauma Therapy,"Regarding your mental health, do you feel like you're watching yourself from outside?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0575,Trauma Therapy,"Regarding your mental health, do you feel like you're watching yourself from outside?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0575,Trauma Therapy,"Regarding your mental health, do you feel like you're watching yourself from outside?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0576,Trauma Therapy,"In the past week, do you experience physical pain related to trauma?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0576,Trauma Therapy,"In the past week, do you experience physical pain related to trauma?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0576,Trauma Therapy,"In the past week, do you experience physical pain related to trauma?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0577,Trauma Therapy,How often do you struggle with relationships due to trauma?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0577,Trauma Therapy,How often do you struggle with relationships due to trauma?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0577,Trauma Therapy,How often do you struggle with relationships due to trauma?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0578,Trauma Therapy,"When facing challenges, do you experience depersonalization?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0578,Trauma Therapy,"When facing challenges, do you experience depersonalization?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0578,Trauma Therapy,"When facing challenges, do you experience depersonalization?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0579,Trauma Therapy,Does this significantly impact you: do you feel like the trauma is happening again?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0579,Trauma Therapy,Does this significantly impact you: do you feel like the trauma is happening again?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0579,Trauma Therapy,Does this significantly impact you: do you feel like the trauma is happening again?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0580,Trauma Therapy,"In general, do you avoid places that remind you of the event?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0580,Trauma Therapy,"In general, do you avoid places that remind you of the event?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0580,Trauma Therapy,"In general, do you avoid places that remind you of the event?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0581,Trauma Therapy,Do you experience physical pain related to trauma?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0581,Trauma Therapy,Do you experience physical pain related to trauma?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0581,Trauma Therapy,Do you experience physical pain related to trauma?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0582,Trauma Therapy,How often did the trauma occur over an extended period?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0582,Trauma Therapy,How often did the trauma occur over an extended period?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0582,Trauma Therapy,How often did the trauma occur over an extended period?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0583,Trauma Therapy,To what extent did the trauma occur over an extended period?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0583,Trauma Therapy,To what extent did the trauma occur over an extended period?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0583,Trauma Therapy,To what extent did the trauma occur over an extended period?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0584,Trauma Therapy,"In general, are you interested in trauma processing?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0584,Trauma Therapy,"In general, are you interested in trauma processing?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0584,Trauma Therapy,"In general, are you interested in trauma processing?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0585,Trauma Therapy,"When facing challenges, are you easily startled?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0585,Trauma Therapy,"When facing challenges, are you easily startled?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0585,Trauma Therapy,"When facing challenges, are you easily startled?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0586,Trauma Therapy,"In the past month, do you have unwanted memories of the traumatic event?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0586,Trauma Therapy,"In the past month, do you have unwanted memories of the traumatic event?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0586,Trauma Therapy,"In the past month, do you have unwanted memories of the traumatic event?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0587,Trauma Therapy,Does this significantly impact you: do you use grounding techniques when triggered?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0587,Trauma Therapy,Does this significantly impact you: do you use grounding techniques when triggered?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0587,Trauma Therapy,Does this significantly impact you: do you use grounding techniques when triggered?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0588,Trauma Therapy,"Over the past few months, do you avoid activities that trigger traumatic memories?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0588,Trauma Therapy,"Over the past few months, do you avoid activities that trigger traumatic memories?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0588,Trauma Therapy,"Over the past few months, do you avoid activities that trigger traumatic memories?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0589,Trauma Therapy,"In the past week, have you experienced a traumatic event in your life?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0589,Trauma Therapy,"In the past week, have you experienced a traumatic event in your life?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0589,Trauma Therapy,"In the past week, have you experienced a traumatic event in your life?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0590,Trauma Therapy,"Regarding your mental health, did trauma occur in childhood and continue into adulthood?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0590,Trauma Therapy,"Regarding your mental health, did trauma occur in childhood and continue into adulthood?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0590,Trauma Therapy,"Regarding your mental health, did trauma occur in childhood and continue into adulthood?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0591,Trauma Therapy,To what degree do certain places trigger traumatic memories?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0591,Trauma Therapy,To what degree do certain places trigger traumatic memories?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0591,Trauma Therapy,To what degree do certain places trigger traumatic memories?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0592,Trauma Therapy,Do you experience irritability or angry outbursts?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
